id,line_itemable_id,line_itemable_type,description,long_description,quantity,rate,unit,item_order,discount,type
22876,775,estimate,"Gastos - Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá de Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22877,775,estimate,"Debida Diligencia",,1.00,50.00,,3,0.00,NULL
22878,776,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de Buen Deal, S.A. para el periodo 2023",1.00,250.00,,1,0.00,NULL
22880,776,estimate,"Debida Diligencia",,1.00,100.00,,2,0.00,NULL
22881,777,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de KATARAMA INTERNACIONAL, S.A. para el periodo 2023",1.00,250.00,,1,0.00,NULL
22882,777,estimate,"Debida Diligencia",,1.00,100.00,,2,0.00,NULL
22883,4008,invoice,"Legales Fees - Corporate Department","Retainer Agreement December 2022",1.00,2500.00,,1,0.00,NULL
22884,4008,invoice,"Bank Fees",,1.00,50.00,,2,0.00,NULL
22885,778,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de la Sociedad INVERSIONES MARIGON, S.A., periodo 2023",1.00,250.00,,1,0.00,NULL
22886,778,estimate,"Gastos - Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22887,778,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22888,779,estimate,"Honorarios Legales - Departamento Corporativo
","Honorarios Legales en concepto de Agente Residente de la Sociedad MAGAD ADVISORS, S.A., periodo 2023",1.00,250.00,,1,0.00,NULL
22889,779,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023 ",1.00,300.00,,2,0.00,NULL
22890,779,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22891,780,estimate,"Honorarios Legales - Departamento Corporativo
","Honorarios Legales en concepto de Agente Residente de la Sociedad MIX DESIGN, INC. periodo 2023 ",1.00,250.00,,1,0.00,NULL
22892,780,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22893,780,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22894,781,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de FUNDACIÓN MERMAY., periodo 2023",1.00,250.00,,1,0.00,NULL
22895,781,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22896,782,estimate,"Honorarios Legales - Departamento Corporativo
","Honorarios Legales en concepto de Agente Residente de Fundación Bachata Rosa, periodo 2023 ",1.00,250.00,,1,0.00,NULL
22897,782,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023 ",1.00,400.00,,2,0.00,NULL
22898,782,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22899,783,estimate,"Honorarios Legales - Departamento Corporativo
","Honorarios Legales en concepto de Agente Residente de la Sociedad ACADEMIA DESPIERTA, S.A., periodo 2023 ",1.00,250.00,,1,0.00,NULL
22900,783,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023 ",1.00,300.00,,2,0.00,NULL
22901,783,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22902,784,estimate,"Honorarios Legales - Departamento Corporativo
","Honorarios Legales en concepto de Agente Residente de la Sociedad GRUPO LOGISTICO DE LAS AMERICAS, S.A., periodo 2023",1.00,250.00,,1,0.00,NULL
22903,784,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023 ",1.00,300.00,,2,0.00,NULL
22904,784,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22905,785,estimate,"Legal Fees - Corporate Department","Legal Fees for Resident Agent of the Company CHANSE CAPITAL INC., for the year 2023",1.00,250.00,,1,0.00,NULL
22906,785,estimate,"Third Party Payment","Payment before the General Directorate of Revenue of Panama of the Single Rate Tax for the period 2023",1.00,300.00,,2,0.00,NULL
22907,785,estimate,"Due Diligence Fee",,1.00,100.00,,3,0.00,NULL
22908,4009,invoice,"Honorarios Legales - Departamento de Recuperación de Activos
","Honorarios Legales por interposición de Proceso de Lanzamiento por Intruso, ante la Casa de Justicia de Paz de El Coco, Chorrera contra LINEA VIVA PANAMA INGENIEROS, S.A. y/o los ocupantes de la Finca No. 46656, código de ubicación 8606<br />  <br />  Pagaderos a:<br />  50%: con la firma del Poder<br />  50%: con la audiencia de lanzamiento ante el juez de paz",0.50,1250.00,,1,0.00,NULL
22909,4009,invoice,"Pagos a Terceros
","Certificado de Registro Público de MIFINANCIERA, S.A.",1.00,30.00,,2,0.00,NULL
22910,4009,invoice,"Pagos a Terceros
","Certificado de Registro Público de la Finca No. 46656, código de ubicación 8606",1.00,30.00,,3,0.00,NULL
22911,4009,invoice,"Pagos a Terceros","Autenticación de Poder",1.00,6.00,,4,0.00,NULL
22912,4009,invoice,"Gastos Administrativos",,1.00,75.00,,5,0.00,NULL
22913,786,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de la Sociedad DECOR SOLUTION GROUP, S.A., periodo 2023",1.00,250.00,,1,0.00,NULL
22914,786,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22915,786,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22916,4010,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales por la Confección y Elaboración del Acta de modificación de la Junta Directiva de la sociedad CRUSOE SWIMWEAR",1.00,175.00,,1,0.00,NULL
22917,4010,invoice,"Gastos Notariales","Cierre del Acta de cambio de Junta Directiva",1.00,15.00,,2,0.00,NULL
22918,4010,invoice,"Gastos - Timbres Fiscales","Franqueo de Timbres del cierre del Acta",4.00,8.00,,3,0.00,NULL
22919,4010,invoice,Gastos,"Gastos de Inscripción en el Registro Público",1.00,65.00,,4,0.00,NULL
22920,4010,invoice,"Gastos Administrativos",,1.00,15.00,,5,0.00,NULL
22921,4011,invoice,"Pagos a Terceros","Gestión de Mensajería de Oficios a Colón, 02 de diciembre del 2022.",1.00,65.00,,1,0.00,NULL
22922,4012,invoice,"Gastos Notariales","Gastos Notariales por el cierre de la escritura de Donación de la finca 11078 propiedad de la señor Stella Alemán Boyd",1.00,75.00,,1,0.00,NULL
22923,4012,invoice,"Gastos Administrativos",,1.00,15.00,,2,0.00,NULL
22924,4013,invoice,"Pagos a Terceros","Gastos por Inscripción y Registro del Acta ante el Registro Público de Panamá.",1.00,65.00,,1,0.00,NULL
22925,4013,invoice,"Gastos Administrativos",,1.00,10.00,,3,0.00,NULL
22926,4013,invoice,"Gastos Notariales","Gastos por el cierre  y timbres de la Escritura cambio de Agente de Panamerican Transist, Corp. ante Notario Público",1.00,32.00,,2,0.00,NULL
22927,4014,invoice,"Pagos a Terceros","Compra de Deposito Judicial ",1.00,12473.48,,1,0.00,NULL
22928,4014,invoice,"Pagos a Terceros","Comisión de compra de certificado de Depósito Judicial por la diferencia en el secuestro de la demanda ROCCO PEDASI vs. VENAO HILLSO",1.00,50.00,,2,0.00,NULL
22936,4015,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales por la solicitud de certificado de existencia legal de la sociedad Pacmaid Holding Inc.",1.00,20.00,,1,0.00,NULL
22937,4015,invoice,"Pagos a Terceros - Gastos","Gastos por la emisión del certificado de existencia legal de la sociedad Pacmaid Holding Inc.",1.00,30.00,,2,0.00,NULL
22938,4016,invoice,"Pagos a Terceros - Gastos","Gastos por la solicitud de certificado de existencia legal de Fundación Faydola.",1.00,30.00,,2,0.00,NULL
22939,4016,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales por la solicitud de la emisión del certificado de existencia legal de Fundación Faydola",1.00,20.00,,1,0.00,NULL
22941,4017,invoice,"Honorarios Legales - Recuperación de Activos","Elaboración de Reconocimiento de Pago y Pagaré por medio del cual se documente la deuda de la empresa ECOPROCESOS con PARKING SOLUTIONS, S.A.",1.00,375.00,,1,0.00,NULL
22942,4017,invoice,"Gastos Administrativos",,1.00,27.50,,2,0.00,NULL
22943,4017,invoice,"Pagos a Terceros","Notaria de Documentos",1.00,24.00,,3,0.00,NULL
22944,787,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de la Sociedad MIRADOR ALLEGRA, S.A., periodo 2023<br />  <br />  ***Se le aplicó US$50.00 de descuento por cortesía del Licdo. Juan Boyd",1.00,200.00,,1,0.00,NULL
22945,787,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de la Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22946,787,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22947,788,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de la Sociedad MIRADOR TIMES SQUARE, S.A., periodo 2023<br />  <br />  ***Se le aplicó US$50.00 de descuento por cortesía del Licdo. Juan Boyd",1.00,200.00,,1,0.00,NULL
22948,788,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22949,788,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22950,789,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de la Sociedad FINCA LA LOMITA, S.A., periodo 2023<br />  <br />  ***Se le aplicó US$50.00 de descuento por cortesía del Licdo. Juan Boyd",1.00,200.00,,1,0.00,NULL
22951,789,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de la Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22952,789,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22953,790,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de la Sociedad MIRADOR GORGONA, S.A., periodo 2023<br />  <br />  ***Se le aplicó US$50.00 de descuento por cortesía del Licdo. Juan Boyd",1.00,200.00,,1,0.00,NULL
22954,790,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de la Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22955,790,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22956,791,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de la Sociedad INMOBILIARIA HENLO, S.A., periodo 2023<br />  <br />  ***Se le aplicó US$50.00 de descuento por cortesía del Licdo. Juan Boyd",1.00,200.00,,1,0.00,NULL
22957,791,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de la Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22958,791,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22966,4018,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de TARGET AVIATION para el periodo 2023",1.00,250.00,,1,0.00,NULL
22967,4018,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales por el servicio de 2 directores nominales",2.00,200.00,,2,0.00,NULL
22968,4018,invoice,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá de Tasa Unica de sociedad anónima 2023",1.00,300.00,,3,0.00,NULL
22969,4018,invoice,"Debida Diligencia","Debida Diligencia",1.00,100.00,,4,0.00,NULL
22970,4018,invoice,"Cargos Bancarios",,1.00,28.40,,5,0.00,NULL
22971,4019,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios legales por la incorporación de sociedad anónima",1.00,500.00,,1,0.00,NULL
22972,4019,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales por la inscripción de la<br />  sociedad ante la Dirección General de Ingresos (RUC y NIT)",1.00,150.00,,2,0.00,NULL
22973,4019,invoice,"Gastos Notariales/Pagos a Terceros","Gastos Notariales por Cierre de Escritura Pública ante Notario Público y Timbres Fiscales.",1.00,135.00,,3,0.00,NULL
22974,4019,invoice,"Gastos Registro Público -Pagos a Terceros","Derecho de Inscripción ante el Registro Público de Panamá",1.00,60.00,,4,0.00,NULL
22975,4019,invoice,"Gastos Registro Público-Pagos a Terceros","Gastos en concepto de primera tasa única ante el Registro Público de Panamá",1.00,300.00,,5,0.00,NULL
22976,4019,invoice,"Debida Diligencia","Cargado cada dos años",1.00,150.00,,6,0.00,NULL
22977,4019,invoice,"Gastos Administrativos",,1.00,32.50,,7,0.00,NULL
22978,4019,invoice,"Cargos Bancarios",,1.00,50.00,,8,0.00,NULL
22980,4020,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales por la solicitud de certificado a favor de la sociedad Constructora Urbana, S.A.",1.00,25.00,,1,0.00,NULL
22981,4020,invoice,"Pagos a Terceros - Gastos","Pagos por la emisión del certificado del registro público de la sociedad Constructora Urbana, S.A.",1.00,30.00,,2,0.00,NULL
22982,4021,invoice,"Pagos a Terceros","En concepto de 12 cuotas mensuales de 160.41 referente a la obligación de pago impuesta por la Autoridad de Protección al Consumidor y Defensa de Competencia a SACH, de acuerdo al Arreglo de Pago No. 102-2022 dentro de la Queja 6-18",12.00,160.41,,1,0.00,NULL
22983,4022,invoice,"Honorarios Legales - Departamento de Recuperación de Activos","Honorarios Legales en concepto de presentación de acción de secuestro iniciado por MIFINANCIERA, S.A. vs. JOSÉ ANTONIO ALBITOS MARTÍNEZ",1.00,335.73,,1,0.00,NULL
22984,4022,invoice,"Pagos a Terceros","Autenticación de Poder",1.00,6.00,,2,0.00,NULL
22985,4022,invoice,"Gastos Administrativos",,1.00,27.50,,3,0.00,NULL
22988,4023,invoice,"Gastos - Pagos a Terceros","Gastos incurridos en mensajeria para entrega y retiro de la declaración jurada dirigida a la Asamblea de Propietarios del PH Valery Point.",1.00,24.00,,1,0.00,NULL
22989,792,estimate,"Honorarios Legales - Departamento corporativo","Honorarios Legales en concepto de Agente<br />  Residente de la Sociedad POLI Y MOI, S.A.<br />  periodo 2023",1.00,250.00,,1,0.00,NULL
22990,792,estimate,"Gastos - Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
22991,792,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
22993,793,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de la Sociedad QUASAR AUTOMATION INC., periodo 2023.",1.00,250.00,,1,0.00,NULL
22995,793,estimate,"Debida Diligencia",,1.00,100.00,,2,0.00,NULL
22996,794,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de la Sociedad SEGTEC PANAMA, S.A., periodo 2023",1.00,250.00,,1,0.00,NULL
22998,794,estimate,"Debida Diligencia",,1.00,100.00,,2,0.00,NULL
22999,4025,invoice,"Gastos Notariales","Gastos por autenticación de poder ante Notario Público.",1.00,6.00,,1,0.00,NULL
23000,4025,invoice,"Gastos Administrativos",,1.00,8.00,,2,0.00,NULL
23006,4024,invoice,"Gastos Notariales","Cierre de Escritura de Donación de la finca 30259755",1.00,25.00,,1,0.00,NULL
23007,4024,invoice,"Timbres Fiscales","Franqueo de Timbres en la Escritura de Donación de la finca 30259755",1.00,80.00,,2,0.00,NULL
23008,4024,invoice,"Gastos - Pagos a Terceros","Certificado de Existencia Legales de la sociedad Constructora Urbana, S.A.",1.00,30.00,,3,0.00,NULL
23009,4024,invoice,"Gastos - Pagos a Terceros","Gastos por Derechos de Registro e Inscripción de la escritura de donación de la finca 30259755 a la Policía Nacional",1.00,95.00,,4,0.00,NULL
23010,4024,invoice,"Gastos Administrativos",,1.00,40.00,,5,0.00,NULL
23011,4026,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios legales relacionados a iguala mensual o 'retainer' para el mes de octubre de 2022",1.00,1200.00,,1,0.00,NULL
23012,4027,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios legales relacionados a iguala mensual o 'retainer' para el mes de noviembre de 2022",1.00,1200.00,,1,0.00,NULL
23013,4028,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios legales relacionados a iguala mensual o 'retainer' para el mes de diciembre de 2022",1.00,1200.00,,1,0.00,NULL
23014,4029,invoice,"Honorarios- Departamento Corporativo","Honorarios por elaboración y protocolización de Acta de Cambio de Junta Directiva de la sociedad WHPA Properties, S.A. y otorgamiento de poder general a favor de Juan Garay y Alberto Roux para actuar en nombre de la sociedad individuamente.",1.00,300.00,,1,0.00,NULL
23015,4029,invoice,"Pagos a Terceros","Gastos por el Cierre de la Escritura ante Notario Público y Franqueo de Timbres",1.00,73.25,,2,0.00,NULL
23016,4029,invoice,"Pagos a Terceros","Gastos por Inscripción y Registro del Acta ante el Registro Público",1.00,65.00,,3,0.00,NULL
23017,4029,invoice,"Debida Diligencia",,1.00,45.00,,4,0.00,NULL
23018,4029,invoice,"Gastos Administrativos",,1.00,18.50,,5,0.00,NULL
23019,4030,invoice,"Legal Fees - Corporate Law","Legal fees for review and re-draft of lease agreement",1.00,325.00,,1,0.00,NULL
23020,4031,invoice,"Legal Fees - Corporate Law","Legal fees for update of legal opinion requested by Mr. Soren Azorian",1.00,375.00,,1,0.00,NULL
23021,4032,invoice,"Pagos a Terceros","Certificado de Registro Público de la Finca No. 58908-8602, propiedad de MOISES CAÑATE QUINTO",1.00,30.00,,2,0.00,NULL
23022,4033,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios legales por la revisión y adecuación al Contrato de Custodia intercompany entre Ripio Holding Inc. y las empresas operativas de Ripio en Argentina, Uruguay, Brasil, Colombia, México y España",1.00,775.00,,1,0.00,NULL
23023,4033,invoice,Gastos,"Cargos bancarios por transferencia internacional",1.00,50.00,,2,0.00,NULL
23024,4032,invoice,"Honorarios Legales - Departamento de Recuperación de Activos","Honorarios Legales correspondientes al 20% en concepto de Presentación de Proceso Ejecutivo Hipotecario con renuncia de trámite sobre la Finca No. 58908 interpuesto por MIFINANCIERA, S.A. vs. MARISOL MERVELLA HENDRICKS CAMARENA Y MOISES CAÑATE QUINTO",1.00,423.08,,1,0.00,NULL
23025,4032,invoice,Notaria,"Autenticación de Poder",1.00,6.00,,3,0.00,NULL
23026,4032,invoice,"Gastos Administrativos",,1.00,70.50,,4,0.00,NULL
23027,4034,invoice,"Pagos a Terceros","Gestión de Mensajería de Oficios a Colón, 09 de diciembre del 2022.",1.00,65.00,,1,0.00,NULL
23044,4035,invoice,"Honorarios Legales - Departamento Administrativo","Honorarios Legales por la solicitud de Legalización de documentos mediante Apostilla.",1.00,120.00,,1,0.00,NULL
23045,4035,invoice,"Pagos a Terceros - Gastos","Gastos Incurridos en el envio de documentos mediante Courier por DHL.",1.00,109.39,,2,0.00,NULL
23046,4035,invoice,"Pagos a Terceros","Legalización mediante apostilla y timbres fiscales",1.00,12.00,,3,0.00,NULL
23047,4035,invoice,"Gastos Administrativos",,1.00,25.00,,4,0.00,NULL
23079,4036,invoice,"Pagos a Terceros","Gastos en concepto de Publicaciones en el diario la estrella de Panamá dentro del Proceso Ejecutivo Simple de Mayor Cuantía iniciado por MIFINANCIERA, S.A. vs. YARUBEL YAYDETH HOO HERNANDEZ, EZEQUIEL JIMENEZ ORTEGA y FLOR ANGELI JIMENEZ ORTEGA",1.00,21.88,,1,0.00,NULL
23080,4037,invoice,"Pagos a Terceros","Gastos en concepto de envío de despacho por medio de flete dentro del caso Proceso Ejecutivo Hipotecario de Bien Inmueble iniciado por MIFINANCIERA, S.A. vs. DANIEL ENRIQUE CAMARENA QUIEL y BEATRIZ QUIEN DE CAMARENA",1.00,3.00,,1,0.00,NULL
23081,4037,invoice,"Gastos Administrativos",,1.00,15.00,,2,0.00,NULL
23087,4038,invoice,"Honorarios Legales - Departamento Inmobiliario e Infraestructura","Incorporación al Régimen de Propiedad Horizontal de la Torre 4 del P.H. Barlovento del Este y Modificación de su Reglamento de Copropiedad - Fase 1: Entrega de documentos ante la Dirección de PH de MIVIOT.",1.00,1725.00,,1,0.00,NULL
23088,4038,invoice,"Pagos a Terceros","Certificación de Valor Catastral emitida por la Anati",1.00,1.00,,2,0.00,NULL
23089,4038,invoice,"Gastos Administrativos",,1.00,13.15,,6,0.00,NULL
23090,4038,invoice,"Pagos a Terceros","Certificado de Registro Público de Modificación al Reglamento de Copropiedad del PH Barlovento del Este",1.00,90.00,,3,0.00,NULL
23091,4038,invoice,"Pagos a Terceros","Certificado de Registro Público de la sociedad Barlovento del Este, S.A.",1.00,30.00,,4,0.00,NULL
23092,4038,invoice,"Pagos a Terceros","Certificado de Registro Público de la Finca No. 30341425",1.00,30.00,,5,0.00,NULL
23093,4039,invoice,"Gastos Administrativos",,1.00,30.00,,4,0.00,NULL
23094,4039,invoice,"Pagos a Terceros","Gastos relacionados al Avalúo Voluntario de la Finca 30394103 (Finca objeto de la transacción del Metro de Panamá)<br />  <br />  Pago por morosidad en Idaan correspondiente a la Finca 30394103",1.00,55.96,,1,0.00,NULL
23095,4039,invoice,"Pagos a Terceros","Paz y Salvo de Idaan de la Finca 30394103",1.00,2.00,,2,0.00,NULL
23099,4039,invoice,Mensajeria,,1.00,8.00,,3,0.00,NULL
23100,4040,invoice,"Pagos a Terceros ","Certificado de Registro Público de la sociedad Desarrollo Inmobiliario Innovación Urbana, S.A.",1.00,30.00,,1,0.00,NULL
23101,4040,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios por la solicitud de Certificado de Registro Público de la sociedad Desarrollo Inmobiliario Innovación Urbana, S.A.",1.00,45.00,,2,0.00,NULL
23102,4040,invoice,"Cargos Bancarios",,1.00,50.00,,3,0.00,NULL
23109,795,estimate,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente 2023 de las siguientes personas jurídicas: <br />  - Fundación Paul-do-Mar<br />  - Fundación Micelago<br />  - Fundación Magoma<br />  - Inmobiliaria Maorgo, S.A. <br />  - Magoma, S.A.",5.00,250.00,,1,0.00,NULL
23110,795,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica de sociedad para el período 2023:<br />  - Inmobiliaria Maorgo, S.A. <br />  - Magoma, S.A.",2.00,300.00,,2,0.00,NULL
23111,795,estimate,"Pagos a Terceros","Honorarios Legales en concepto de Agente Residente 2023 de las siguientes personas jurídicas: <br />  - Fundación Paul-do-Mar<br />  - Fundación Micelago<br />  - Fundación Magoma",3.00,400.00,,3,0.00,NULL
23121,795,estimate,"Debida Diligencia",,1.00,250.00,,4,0.00,NULL
23128,4041,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de KATARAMA INTERNACIONAL, S.A. para el periodo 2023",1.00,250.00,,1,0.00,NULL
23129,4041,invoice,"Debida Diligencia",,1.00,100.00,,2,0.00,NULL
23130,4042,invoice,"Pagos a Terceros","Apostilla y timbre de Poder para interposición de proceso de Quiebra en contra de AGTT ACCESORIOS.",1.00,12.00,,3,0.00,NULL
23131,4042,invoice,"Pagos a Terceros","Apostilla y Timbre para certificación de saldo, estado de cuenta y para interposición de proceso de Quiebra en contra de AGTT ACCESORIOS.",1.00,48.00,,2,0.00,NULL
23132,4042,invoice,"Pagos a Terceros","Autenticación de Poder para interposición de proceso de Quiebra en contra de AGTT ACCESORIOS.",1.00,3.00,,4,0.00,NULL
23133,4042,invoice,"Gastos Administrativos","Gestión de Mensajería para interposición de proceso de Quiebra en contra de AGTT ACCESORIOS.",1.00,56.00,,5,0.00,NULL
23134,4043,invoice,"Gastos Administrativos","Gestión de Mensajería referente al proceso en contra de LERVI REGINO VILORIO F.",1.00,27.00,,2,0.00,NULL
23135,781,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023",1.00,400.00,,2,0.00,NULL
23136,4043,invoice,"Pagos a Terceros","Apostilla y Timbre de Certificacion de saldo y Estado de cuenta para proceso en contra de LERVI REGINO VILORIO F.",1.00,36.00,,1,0.00,NULL
23137,4044,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales por la incorporación de una sociedad anónima.",1.00,600.00,,1,0.00,NULL
23138,4044,invoice,"Honorarios Legales - Departamento Corporativo","Registro de la sociedad ante la Dirección General de Ingresos.",1.00,100.00,,2,0.00,NULL
23139,4044,invoice,"Honorarios Legales - Departamento Corporativo","Obtención de Aviso de Operación",1.00,100.00,,3,0.00,NULL
23140,4044,invoice,"Honorarios Legales - Departamento Corporativo","Inscripción de la sociedad ante el Municipio de Panamá",1.00,100.00,,4,0.00,NULL
23141,4044,invoice,"Gastos a Terceros","Gastos por derechos de calificación e inscripción de la Escritura Pública ante el Registro Público de Panamá.",1.00,60.00,,5,0.00,NULL
23142,4044,invoice,"Pagos a Terceros","Pago en concepto de Primera Tasa Única de la Sociedad Anónima.",1.00,300.00,,6,0.00,NULL
23143,4044,invoice,"Pagos a Terceros","Gastos Notariales por Cierre de Escritura Pública ante Notario y Timbres Fiscales.",1.00,137.00,,7,0.00,NULL
23144,4044,invoice,"Debida Diligencia",,1.00,100.00,,8,0.00,NULL
23145,4044,invoice,"Gastos Administrativos",,1.00,27.50,,9,0.00,NULL
23146,4044,invoice,"Pagos a terceros","Gastos relacionados a la obtención de Aviso de Operación",1.00,55.00,,10,0.00,NULL
23147,4044,invoice,"Cargos Bancarios",,1.00,42.42,,11,0.00,NULL
23148,4045,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente 2023 de las siguientes personas jurídicas: <br />  - Fundación Paul-do-Mar<br />  - Fundación Micelago<br />  - Fundación Magoma<br />  - Inmobiliaria Maorgo, S.A. <br />  - Magoma, S.A.",5.00,250.00,,1,0.00,NULL
23149,4045,invoice,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica de sociedad para el período 2023:<br />  - Inmobiliaria Maorgo, S.A. <br />  - Magoma, S.A.",2.00,300.00,,2,0.00,NULL
23150,4045,invoice,"Pagos a Terceros","Honorarios Legales en concepto de Agente Residente 2023 de las siguientes personas jurídicas: <br />  - Fundación Paul-do-Mar<br />  - Fundación Micelago<br />  - Fundación Magoma",3.00,400.00,,3,0.00,NULL
23151,4045,invoice,"Debida Diligencia",,1.00,250.00,,4,0.00,NULL
23152,4046,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de FUNDACIÓN MERMAY., periodo 2023",1.00,250.00,,1,0.00,NULL
23153,4046,invoice,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023",1.00,400.00,,2,0.00,NULL
23154,4046,invoice,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
23156,796,estimate,"Debida Diligencia","Debida Diligencia de la Fundación Mocami 2023",1.00,50.00,,1,0.00,NULL
23169,4047,invoice,"Honorarios Legales - Departamento Corporativo","Honorarios Legales en concepto de Agente Residente de Tortuga Tech, Inc. para el periodo 2022-2023",1.00,250.00,,1,0.00,NULL
23171,4047,invoice,"Debida Diligencia",,1.00,100.00,,2,0.00,NULL
23175,797,estimate,"Honorarios Legales - Departamento corporativo","Honorarios Legales en concepto de Agente<br />  Residente de la Sociedad COZY COSITAS, S.A.<br />  periodo 2023",1.00,250.00,,1,0.00,NULL
23176,797,estimate,"Pagos a Terceros","Pago ante la Dirección General de Ingresos de Panamá del Impuestos de Tasa Unica para el período 2023",1.00,300.00,,2,0.00,NULL
23177,797,estimate,"Debida Diligencia",,1.00,100.00,,3,0.00,NULL
