id,line_item_id,line_item_taxable_id,line_item_taxable_type,rate,name
10072,23917,4178,invoice,-3.50,Agente Retenedor
10073,23917,4178,invoice,7.00,I.T.B.M.S
10074,23918,4178,invoice,-3.50,Agente Retenedor
10075,23918,4178,invoice,7.00,I.T.B.M.S
10076,23919,4178,invoice,-3.50,Agente Retenedor
10077,23919,4178,invoice,7.00,I.T.B.M.S
10078,23920,4178,invoice,-3.50,Agente Retenedor
10079,23920,4178,invoice,7.00,I.T.B.M.S
10080,23922,4179,invoice,-3.50,Agente Retenedor
10081,23922,4179,invoice,7.00,I.T.B.M.S
10082,23926,4180,invoice,-3.50,Agente Retenedor
10083,23926,4180,invoice,7.00,I.T.B.M.S
10084,23927,4180,invoice,-3.50,Agente Retenedor
10085,23927,4180,invoice,7.00,I.T.B.M.S
10086,23928,4181,invoice,7.00,I.T.B.M.S
10087,23929,4181,invoice,7.00,I.T.B.M.S
10088,23930,4181,invoice,7.00,I.T.B.M.S
10089,23941,4182,invoice,7.00,I.T.B.M.S
10090,23942,4182,invoice,7.00,I.T.B.M.S
10091,23943,4182,invoice,7.00,I.T.B.M.S
10092,23954,4183,invoice,7.00,I.T.B.M.S
10095,23960,4184,invoice,7.00,I.T.B.M.S
10107,23995,4185,invoice,-3.50,Agente Retenedor
10108,23995,4185,invoice,7.00,I.T.B.M.S
10110,24001,4186,invoice,-3.50,Agente Retenedor
10111,24001,4186,invoice,7.00,I.T.B.M.S
10112,24003,4187,invoice,7.00,I.T.B.M.S
10116,24032,4193,invoice,7.00,I.T.B.M.S
10117,24033,4194,invoice,7.00,I.T.B.M.S
10118,24045,4199,invoice,7.00,I.T.B.M.S
10119,24046,4199,invoice,7.00,I.T.B.M.S
10130,24057,4200,invoice,7.00,I.T.B.M.S
10131,24058,4200,invoice,7.00,I.T.B.M.S
10132,24059,4200,invoice,7.00,I.T.B.M.S
10133,24060,4200,invoice,7.00,I.T.B.M.S
10134,24061,4200,invoice,7.00,I.T.B.M.S
10135,24062,4200,invoice,7.00,I.T.B.M.S
10136,24063,4200,invoice,7.00,I.T.B.M.S
10137,24064,4200,invoice,7.00,I.T.B.M.S
10138,24065,4200,invoice,7.00,I.T.B.M.S
10139,24066,4200,invoice,7.00,I.T.B.M.S
10148,24134,4236,invoice,7.00,I.T.B.M.S
10149,24137,4237,invoice,7.00,I.T.B.M.S
10150,24140,4238,invoice,7.00,I.T.B.M.S
10151,24143,4239,invoice,7.00,I.T.B.M.S
10153,24151,4244,invoice,7.00,I.T.B.M.S
10154,24153,4246,invoice,7.00,I.T.B.M.S
10156,24164,4251,invoice,7.00,I.T.B.M.S
10157,24172,4256,invoice,7.00,I.T.B.M.S
10158,24176,4257,invoice,7.00,I.T.B.M.S
10159,24177,4258,invoice,7.00,I.T.B.M.S
10161,24187,4261,invoice,7.00,I.T.B.M.S
10165,24201,4262,invoice,7.00,I.T.B.M.S
10166,24209,4263,invoice,7.00,I.T.B.M.S
10168,24218,4265,invoice,7.00,I.T.B.M.S
10169,24219,4266,invoice,7.00,I.T.B.M.S
10174,24227,4267,invoice,7.00,I.T.B.M.S
10175,24228,4268,invoice,7.00,I.T.B.M.S
10177,24230,4269,invoice,7.00,I.T.B.M.S
10178,24231,4270,invoice,7.00,I.T.B.M.S
10179,24232,4270,invoice,7.00,I.T.B.M.S
10189,24249,4272,invoice,7.00,I.T.B.M.S
10190,24250,4272,invoice,7.00,I.T.B.M.S
10191,24260,4273,invoice,7.00,I.T.B.M.S
10192,24261,4273,invoice,7.00,I.T.B.M.S
10193,24265,4273,invoice,7.00,I.T.B.M.S
10194,24267,4273,invoice,7.00,I.T.B.M.S
10195,24268,4273,invoice,7.00,I.T.B.M.S
10196,24269,4273,invoice,7.00,I.T.B.M.S
10199,24278,4274,invoice,7.00,I.T.B.M.S
10204,24293,4275,invoice,7.00,I.T.B.M.S
10205,24302,4277,invoice,7.00,I.T.B.M.S
10210,24316,807,estimate,-3.50,Agente Retenedor
10211,24316,807,estimate,7.00,I.T.B.M.S
10212,24318,4281,invoice,-3.50,Agente Retenedor
10213,24318,4281,invoice,7.00,I.T.B.M.S
10214,24320,4282,invoice,-3.50,Agente Retenedor
10215,24320,4282,invoice,7.00,I.T.B.M.S
10226,24340,4287,invoice,7.00,I.T.B.M.S
10231,24357,4288,invoice,7.00,I.T.B.M.S
10232,24358,4288,invoice,7.00,I.T.B.M.S
10234,24367,4289,invoice,-3.50,Agente Retenedor
10235,24367,4289,invoice,7.00,I.T.B.M.S
10236,24368,4290,invoice,7.00,I.T.B.M.S
10239,24382,4292,invoice,-3.50,Agente Retenedor
10240,24382,4292,invoice,7.00,I.T.B.M.S
10241,24386,4294,invoice,7.00,I.T.B.M.S
10242,24387,4295,invoice,7.00,I.T.B.M.S
10243,24388,4296,invoice,7.00,I.T.B.M.S
10244,24389,4297,invoice,7.00,I.T.B.M.S
10245,24389,4297,invoice,-3.50,Agente Retenedor
10246,24390,4298,invoice,7.00,I.T.B.M.S
10248,24392,4299,invoice,-3.50,Agente Retenedor
10249,24392,4299,invoice,7.00,I.T.B.M.S
10250,24393,4300,invoice,7.00,I.T.B.M.S
10251,24394,4301,invoice,-3.50,Agente Retenedor
10252,24394,4301,invoice,7.00,I.T.B.M.S
10257,24402,4303,invoice,7.00,I.T.B.M.S
10258,24403,4304,invoice,7.00,I.T.B.M.S
10262,24412,4305,invoice,7.00,I.T.B.M.S
10263,24412,4305,invoice,-3.50,Agente Retenedor
10270,24441,4309,invoice,-3.50,Agente Retenedor
10271,24441,4309,invoice,7.00,I.T.B.M.S
10275,24454,4312,invoice,7.00,I.T.B.M.S
10276,24459,4313,invoice,7.00,I.T.B.M.S
10277,24464,4314,invoice,7.00,I.T.B.M.S
10278,24470,4315,invoice,7.00,I.T.B.M.S
10279,24474,4316,invoice,7.00,I.T.B.M.S
10280,24478,4317,invoice,7.00,I.T.B.M.S
10281,24482,4318,invoice,7.00,I.T.B.M.S
10284,24493,4320,invoice,7.00,I.T.B.M.S
10285,24494,4321,invoice,7.00,I.T.B.M.S
10286,24495,4322,invoice,7.00,I.T.B.M.S
10287,24496,4323,invoice,-3.50,Agente Retenedor
10288,24496,4323,invoice,7.00,I.T.B.M.S
10291,24503,4325,invoice,7.00,I.T.B.M.S
10292,24504,4326,invoice,7.00,I.T.B.M.S
10293,24507,4329,invoice,7.00,I.T.B.M.S
10294,24506,4328,invoice,7.00,I.T.B.M.S
10295,24505,4327,invoice,7.00,I.T.B.M.S
10296,24508,4330,invoice,7.00,I.T.B.M.S
10297,24509,4331,invoice,7.00,I.T.B.M.S
10298,24510,4332,invoice,7.00,I.T.B.M.S
10302,24520,4333,invoice,7.00,I.T.B.M.S
10303,24521,4334,invoice,7.00,I.T.B.M.S
10304,24522,4335,invoice,7.00,I.T.B.M.S
10305,24523,4336,invoice,-3.50,Agente Retenedor
10306,24523,4336,invoice,7.00,I.T.B.M.S
10311,24537,4338,invoice,7.00,I.T.B.M.S
10315,24552,4339,invoice,-3.50,Agente Retenedor
10316,24552,4339,invoice,7.00,I.T.B.M.S
10317,24554,4340,invoice,-3.50,Agente Retenedor
10318,24554,4340,invoice,7.00,I.T.B.M.S
10319,24555,4341,invoice,7.00,I.T.B.M.S
10320,24557,4342,invoice,7.00,I.T.B.M.S
10321,24559,4343,invoice,7.00,I.T.B.M.S
10325,24568,4344,invoice,7.00,I.T.B.M.S
10326,24572,4346,invoice,7.00,I.T.B.M.S
10327,24574,4347,invoice,7.00,I.T.B.M.S
10328,24576,4348,invoice,7.00,I.T.B.M.S
10329,24577,4349,invoice,7.00,I.T.B.M.S
10330,24577,4349,invoice,-3.50,Agente Retenedor
10331,24578,4350,invoice,7.00,I.T.B.M.S
10332,24579,4351,invoice,7.00,I.T.B.M.S
10333,24580,4352,invoice,7.00,I.T.B.M.S
10335,24585,4354,invoice,7.00,I.T.B.M.S
10336,24587,4355,invoice,7.00,I.T.B.M.S
10337,24591,4356,invoice,-3.50,Agente Retenedor
10338,24591,4356,invoice,7.00,I.T.B.M.S
10339,24592,4357,invoice,7.00,I.T.B.M.S
10340,24595,4358,invoice,7.00,I.T.B.M.S
10341,24597,4360,invoice,-3.50,Agente Retenedor
10342,24597,4360,invoice,7.00,I.T.B.M.S
10343,24598,4361,invoice,-3.50,Agente Retenedor
10344,24598,4361,invoice,7.00,I.T.B.M.S
10345,24599,4362,invoice,-3.50,Agente Retenedor
10346,24599,4362,invoice,7.00,I.T.B.M.S
10347,24600,4363,invoice,-3.50,Agente Retenedor
10348,24600,4363,invoice,7.00,I.T.B.M.S
10349,24601,4364,invoice,-3.50,Agente Retenedor
10350,24601,4364,invoice,7.00,I.T.B.M.S
10351,24602,4365,invoice,-3.50,Agente Retenedor
10352,24602,4365,invoice,7.00,I.T.B.M.S
10353,24603,4366,invoice,-3.50,Agente Retenedor
10354,24603,4366,invoice,7.00,I.T.B.M.S
10355,24604,4367,invoice,7.00,I.T.B.M.S
10356,24608,4368,invoice,7.00,I.T.B.M.S
10357,24608,4368,invoice,-3.50,Agente Retenedor
10358,24609,4369,invoice,7.00,I.T.B.M.S
10359,24610,4370,invoice,7.00,I.T.B.M.S
10360,24611,4371,invoice,7.00,I.T.B.M.S
10361,24615,4372,invoice,7.00,I.T.B.M.S
10362,24619,4372,invoice,7.00,I.T.B.M.S
10363,24621,4373,invoice,7.00,I.T.B.M.S
10364,24622,4374,invoice,7.00,I.T.B.M.S
10365,24623,4375,invoice,7.00,I.T.B.M.S
10366,24624,4376,invoice,7.00,I.T.B.M.S
10373,24652,4377,invoice,7.00,I.T.B.M.S
10383,24684,4378,invoice,7.00,I.T.B.M.S
10390,24697,4380,invoice,7.00,I.T.B.M.S
10392,24704,4381,invoice,7.00,I.T.B.M.S
10393,24709,4382,invoice,-3.50,Agente Retenedor
10394,24709,4382,invoice,7.00,I.T.B.M.S
10404,24743,4383,invoice,7.00,I.T.B.M.S
10406,24747,4384,invoice,7.00,I.T.B.M.S
10409,24753,4385,invoice,7.00,I.T.B.M.S
10410,24758,4386,invoice,7.00,I.T.B.M.S
10411,24763,4387,invoice,7.00,I.T.B.M.S
10412,24770,4388,invoice,7.00,I.T.B.M.S
10413,24775,4389,invoice,7.00,I.T.B.M.S
10414,24775,4389,invoice,-3.50,Agente Retenedor
10415,24776,4390,invoice,-3.50,Agente Retenedor
10416,24776,4390,invoice,7.00,I.T.B.M.S
10417,24780,4391,invoice,-3.50,Agente Retenedor
10418,24780,4391,invoice,7.00,I.T.B.M.S
10419,24784,4392,invoice,-3.50,Agente Retenedor
10420,24784,4392,invoice,7.00,I.T.B.M.S
10421,24788,4393,invoice,7.00,I.T.B.M.S
10422,24793,4394,invoice,7.00,I.T.B.M.S
10423,24798,4395,invoice,7.00,I.T.B.M.S
10424,24803,4396,invoice,7.00,I.T.B.M.S
10425,24804,4397,invoice,7.00,I.T.B.M.S
10426,24805,4398,invoice,7.00,I.T.B.M.S
10427,24805,4398,invoice,-3.50,Agente Retenedor
10430,24814,808,estimate,7.00,I.T.B.M.S
10433,24823,809,estimate,7.00,I.T.B.M.S
10448,24855,4403,invoice,-3.50,Agente Retenedor
10449,24855,4403,invoice,7.00,I.T.B.M.S
10450,24857,4404,invoice,-3.50,Agente Retenedor
10451,24857,4404,invoice,7.00,I.T.B.M.S
10452,24858,4404,invoice,-3.50,Agente Retenedor
10453,24858,4404,invoice,7.00,I.T.B.M.S
10454,24859,4404,invoice,-3.50,Agente Retenedor
10455,24859,4404,invoice,7.00,I.T.B.M.S
10456,24860,4404,invoice,-3.50,Agente Retenedor
10457,24860,4404,invoice,7.00,I.T.B.M.S
10458,24861,4404,invoice,-3.50,Agente Retenedor
10459,24861,4404,invoice,7.00,I.T.B.M.S
10460,24862,4404,invoice,-3.50,Agente Retenedor
10461,24862,4404,invoice,7.00,I.T.B.M.S
10462,24863,4404,invoice,-3.50,Agente Retenedor
10463,24863,4404,invoice,7.00,I.T.B.M.S
10464,24864,4404,invoice,-3.50,Agente Retenedor
10465,24864,4404,invoice,7.00,I.T.B.M.S
10466,24865,4404,invoice,-3.50,Agente Retenedor
10467,24865,4404,invoice,7.00,I.T.B.M.S
10468,24866,4404,invoice,-3.50,Agente Retenedor
10469,24866,4404,invoice,7.00,I.T.B.M.S
10470,24867,4404,invoice,-3.50,Agente Retenedor
10471,24867,4404,invoice,7.00,I.T.B.M.S
10472,24868,4404,invoice,-3.50,Agente Retenedor
10473,24868,4404,invoice,7.00,I.T.B.M.S
10474,24869,4404,invoice,-3.50,Agente Retenedor
10475,24869,4404,invoice,7.00,I.T.B.M.S
10476,24870,4404,invoice,-3.50,Agente Retenedor
10477,24870,4404,invoice,7.00,I.T.B.M.S
10478,24871,4404,invoice,-3.50,Agente Retenedor
10479,24871,4404,invoice,7.00,I.T.B.M.S
10480,24872,4404,invoice,-3.50,Agente Retenedor
10481,24872,4404,invoice,7.00,I.T.B.M.S
10482,24873,4404,invoice,-3.50,Agente Retenedor
10483,24873,4404,invoice,7.00,I.T.B.M.S
10484,24874,4404,invoice,-3.50,Agente Retenedor
10485,24874,4404,invoice,7.00,I.T.B.M.S
10486,24875,4404,invoice,-3.50,Agente Retenedor
10487,24875,4404,invoice,7.00,I.T.B.M.S
10488,24876,4404,invoice,-3.50,Agente Retenedor
10489,24876,4404,invoice,7.00,I.T.B.M.S
10490,24877,4404,invoice,-3.50,Agente Retenedor
10491,24877,4404,invoice,7.00,I.T.B.M.S
10492,24878,4404,invoice,-3.50,Agente Retenedor
10493,24878,4404,invoice,7.00,I.T.B.M.S
10494,24879,4404,invoice,-3.50,Agente Retenedor
10495,24879,4404,invoice,7.00,I.T.B.M.S
10496,24880,4404,invoice,-3.50,Agente Retenedor
10497,24880,4404,invoice,7.00,I.T.B.M.S
10498,24881,4404,invoice,-3.50,Agente Retenedor
10499,24881,4404,invoice,7.00,I.T.B.M.S
10500,24882,4404,invoice,-3.50,Agente Retenedor
10501,24882,4404,invoice,7.00,I.T.B.M.S
10502,24883,4404,invoice,-3.50,Agente Retenedor
10503,24883,4404,invoice,7.00,I.T.B.M.S
10504,24884,4404,invoice,-3.50,Agente Retenedor
10505,24884,4404,invoice,7.00,I.T.B.M.S
10506,24885,4404,invoice,-3.50,Agente Retenedor
10507,24885,4404,invoice,7.00,I.T.B.M.S
10508,24886,4404,invoice,-3.50,Agente Retenedor
10509,24886,4404,invoice,7.00,I.T.B.M.S
10510,24887,4404,invoice,-3.50,Agente Retenedor
10511,24887,4404,invoice,7.00,I.T.B.M.S
10512,24888,4404,invoice,-3.50,Agente Retenedor
10513,24888,4404,invoice,7.00,I.T.B.M.S
10514,24889,4404,invoice,-3.50,Agente Retenedor
10515,24889,4404,invoice,7.00,I.T.B.M.S
10516,24890,4404,invoice,-3.50,Agente Retenedor
10517,24890,4404,invoice,7.00,I.T.B.M.S
10518,24891,4404,invoice,-3.50,Agente Retenedor
10519,24891,4404,invoice,7.00,I.T.B.M.S
10520,24892,4404,invoice,-3.50,Agente Retenedor
10521,24892,4404,invoice,7.00,I.T.B.M.S
10522,24893,4404,invoice,-3.50,Agente Retenedor
10523,24893,4404,invoice,7.00,I.T.B.M.S
10524,24894,4404,invoice,-3.50,Agente Retenedor
10525,24894,4404,invoice,7.00,I.T.B.M.S
10526,24895,4404,invoice,-3.50,Agente Retenedor
10527,24895,4404,invoice,7.00,I.T.B.M.S
10528,24896,4404,invoice,-3.50,Agente Retenedor
10529,24896,4404,invoice,7.00,I.T.B.M.S
10530,24897,4404,invoice,-3.50,Agente Retenedor
10531,24897,4404,invoice,7.00,I.T.B.M.S
10532,24898,4404,invoice,-3.50,Agente Retenedor
10533,24898,4404,invoice,7.00,I.T.B.M.S
10534,24899,4404,invoice,-3.50,Agente Retenedor
10535,24899,4404,invoice,7.00,I.T.B.M.S
10536,24900,4404,invoice,-3.50,Agente Retenedor
10537,24900,4404,invoice,7.00,I.T.B.M.S
10538,24901,4404,invoice,-3.50,Agente Retenedor
10539,24901,4404,invoice,7.00,I.T.B.M.S
10540,24902,4404,invoice,-3.50,Agente Retenedor
10541,24902,4404,invoice,7.00,I.T.B.M.S
10542,24903,4404,invoice,-3.50,Agente Retenedor
10543,24903,4404,invoice,7.00,I.T.B.M.S
10544,24904,4404,invoice,-3.50,Agente Retenedor
10545,24904,4404,invoice,7.00,I.T.B.M.S
10546,24905,4404,invoice,-3.50,Agente Retenedor
10547,24905,4404,invoice,7.00,I.T.B.M.S
10548,24906,4404,invoice,-3.50,Agente Retenedor
10549,24906,4404,invoice,7.00,I.T.B.M.S
10550,24907,4404,invoice,-3.50,Agente Retenedor
10551,24907,4404,invoice,7.00,I.T.B.M.S
10552,24908,4404,invoice,-3.50,Agente Retenedor
10553,24908,4404,invoice,7.00,I.T.B.M.S
10554,24909,4404,invoice,-3.50,Agente Retenedor
10555,24909,4404,invoice,7.00,I.T.B.M.S
10556,24910,4404,invoice,-3.50,Agente Retenedor
10557,24910,4404,invoice,7.00,I.T.B.M.S
10558,24911,4404,invoice,-3.50,Agente Retenedor
10559,24911,4404,invoice,7.00,I.T.B.M.S
10560,24912,4404,invoice,-3.50,Agente Retenedor
10561,24912,4404,invoice,7.00,I.T.B.M.S
10562,24913,4404,invoice,-3.50,Agente Retenedor
10563,24913,4404,invoice,7.00,I.T.B.M.S
10564,24914,4404,invoice,-3.50,Agente Retenedor
10565,24914,4404,invoice,7.00,I.T.B.M.S
10566,24915,4404,invoice,-3.50,Agente Retenedor
10567,24915,4404,invoice,7.00,I.T.B.M.S
10568,24916,4404,invoice,-3.50,Agente Retenedor
10569,24916,4404,invoice,7.00,I.T.B.M.S
10570,24917,4404,invoice,-3.50,Agente Retenedor
10571,24917,4404,invoice,7.00,I.T.B.M.S
10572,24918,4404,invoice,-3.50,Agente Retenedor
10573,24918,4404,invoice,7.00,I.T.B.M.S
10574,24919,4404,invoice,-3.50,Agente Retenedor
10575,24919,4404,invoice,7.00,I.T.B.M.S
10576,24920,4404,invoice,-3.50,Agente Retenedor
10577,24920,4404,invoice,7.00,I.T.B.M.S
10578,24921,4404,invoice,-3.50,Agente Retenedor
10579,24921,4404,invoice,7.00,I.T.B.M.S
10580,24922,4404,invoice,-3.50,Agente Retenedor
10581,24922,4404,invoice,7.00,I.T.B.M.S
10582,24923,4404,invoice,-3.50,Agente Retenedor
10583,24923,4404,invoice,7.00,I.T.B.M.S
10584,24924,4404,invoice,-3.50,Agente Retenedor
10585,24924,4404,invoice,7.00,I.T.B.M.S
10587,24929,4405,invoice,-3.50,Agente Retenedor
10588,24929,4405,invoice,7.00,I.T.B.M.S
10590,24937,4406,invoice,7.00,I.T.B.M.S
10591,24938,4407,invoice,7.00,I.T.B.M.S
10592,24939,4408,invoice,7.00,I.T.B.M.S
10596,24593,4352,invoice,7.00,I.T.B.M.S
10597,24589,4352,invoice,7.00,I.T.B.M.S
10598,24590,4352,invoice,7.00,I.T.B.M.S
10599,24594,4352,invoice,7.00,I.T.B.M.S
10600,24650,4352,invoice,7.00,I.T.B.M.S
10601,24950,4352,invoice,7.00,I.T.B.M.S
10602,24951,4352,invoice,7.00,I.T.B.M.S
10605,24954,4409,invoice,7.00,I.T.B.M.S
10606,24955,4410,invoice,7.00,I.T.B.M.S
10607,24956,4410,invoice,7.00,I.T.B.M.S
10610,24962,4411,invoice,7.00,I.T.B.M.S
10621,24982,4412,invoice,7.00,I.T.B.M.S
10623,24985,4413,invoice,7.00,I.T.B.M.S
10624,24986,4414,invoice,7.00,I.T.B.M.S
10627,24997,4415,invoice,7.00,I.T.B.M.S
10634,25015,4416,invoice,7.00,I.T.B.M.S
10635,25016,4416,invoice,7.00,I.T.B.M.S
10636,25021,4417,invoice,7.00,I.T.B.M.S
10637,25022,4417,invoice,7.00,I.T.B.M.S
10644,25047,4418,invoice,7.00,I.T.B.M.S
10645,25048,4418,invoice,7.00,I.T.B.M.S
10652,25071,4420,invoice,-3.50,Agente Retenedor
10653,25071,4420,invoice,7.00,I.T.B.M.S
10654,25072,4420,invoice,-3.50,Agente Retenedor
10655,25072,4420,invoice,7.00,I.T.B.M.S
10656,25073,4420,invoice,-3.50,Agente Retenedor
10657,25073,4420,invoice,7.00,I.T.B.M.S
10665,25089,4423,invoice,7.00,I.T.B.M.S
10666,25095,810,estimate,7.00,I.T.B.M.S
10667,25096,811,estimate,7.00,I.T.B.M.S
10668,25097,812,estimate,7.00,I.T.B.M.S
10672,25101,813,estimate,7.00,I.T.B.M.S
10673,25102,814,estimate,7.00,I.T.B.M.S
10678,25110,4425,invoice,7.00,I.T.B.M.S
10679,25111,4425,invoice,7.00,I.T.B.M.S
10680,25115,4427,invoice,7.00,I.T.B.M.S
10681,25116,4428,invoice,7.00,I.T.B.M.S
10683,25125,4429,invoice,7.00,I.T.B.M.S
10684,25132,4430,invoice,7.00,I.T.B.M.S
10685,25141,4432,invoice,7.00,I.T.B.M.S
10686,25142,4433,invoice,7.00,I.T.B.M.S
10688,25148,4434,invoice,-3.50,Agente Retenedor
10689,25148,4434,invoice,7.00,I.T.B.M.S
10690,25149,4435,invoice,-3.50,Agente Retenedor
10691,25149,4435,invoice,7.00,I.T.B.M.S
10692,25151,4436,invoice,7.00,I.T.B.M.S
10693,25156,4438,invoice,7.00,I.T.B.M.S
10694,25156,4438,invoice,-3.50,Agente Retenedor
10695,25157,4438,invoice,-3.50,Agente Retenedor
10696,25157,4438,invoice,7.00,I.T.B.M.S
10697,25158,4439,invoice,7.00,I.T.B.M.S
10698,25159,4440,invoice,7.00,I.T.B.M.S
10699,25160,4441,invoice,7.00,I.T.B.M.S
10700,25161,4442,invoice,7.00,I.T.B.M.S
10701,25171,4445,invoice,7.00,I.T.B.M.S
10703,,4448,invoice,7.00,I.T.B.M.S
10704,25178,4448,invoice,7.00,I.T.B.M.S
10721,25216,815,estimate,7.00,I.T.B.M.S
10723,25224,4452,invoice,7.00,I.T.B.M.S
10724,25228,4453,invoice,7.00,I.T.B.M.S
10725,25233,4454,invoice,7.00,I.T.B.M.S
10726,25235,4455,invoice,7.00,I.T.B.M.S
10728,25237,4456,invoice,7.00,I.T.B.M.S
10729,25241,4457,invoice,7.00,I.T.B.M.S
10730,25243,4458,invoice,7.00,I.T.B.M.S
10731,25244,4459,invoice,7.00,I.T.B.M.S
10733,25249,4460,invoice,7.00,I.T.B.M.S
10734,25252,4461,invoice,7.00,I.T.B.M.S
10735,25253,4461,invoice,7.00,I.T.B.M.S
10736,25254,4461,invoice,7.00,I.T.B.M.S
10739,25262,4462,invoice,7.00,I.T.B.M.S
10748,25308,4463,invoice,7.00,I.T.B.M.S
10749,25313,4464,invoice,7.00,I.T.B.M.S
10750,25318,4465,invoice,7.00,I.T.B.M.S
10751,25323,4466,invoice,7.00,I.T.B.M.S
10752,25328,4467,invoice,7.00,I.T.B.M.S
10753,25333,4468,invoice,7.00,I.T.B.M.S
10754,25334,4468,invoice,7.00,I.T.B.M.S
10755,25335,4468,invoice,7.00,I.T.B.M.S
10756,25337,4468,invoice,7.00,I.T.B.M.S
10757,25338,4469,invoice,7.00,I.T.B.M.S
10760,25343,4470,invoice,7.00,I.T.B.M.S
10761,25351,4473,invoice,7.00,I.T.B.M.S
10767,25377,4475,invoice,7.00,I.T.B.M.S
10774,25401,4476,invoice,7.00,I.T.B.M.S
10775,25406,4477,invoice,7.00,I.T.B.M.S
10776,25407,4477,invoice,7.00,I.T.B.M.S
10777,25408,4478,invoice,7.00,I.T.B.M.S
10779,25415,4479,invoice,7.00,I.T.B.M.S
10780,25416,4479,invoice,7.00,I.T.B.M.S
10783,25423,4481,invoice,7.00,I.T.B.M.S
10784,25424,4482,invoice,7.00,I.T.B.M.S
10785,25425,4482,invoice,7.00,I.T.B.M.S
10786,25426,4482,invoice,7.00,I.T.B.M.S
10788,25434,4483,invoice,7.00,I.T.B.M.S
10789,25435,4483,invoice,7.00,I.T.B.M.S
10790,25436,4483,invoice,7.00,I.T.B.M.S
10791,25441,4484,invoice,7.00,I.T.B.M.S
10792,25442,4484,invoice,7.00,I.T.B.M.S
10793,25443,4484,invoice,7.00,I.T.B.M.S
10804,25481,4486,invoice,-3.50,Agente Retenedor
10805,25481,4486,invoice,7.00,I.T.B.M.S
10806,25483,4487,invoice,-3.50,Agente Retenedor
10807,25483,4487,invoice,7.00,I.T.B.M.S
10808,25485,4488,invoice,7.00,I.T.B.M.S
10809,25487,4489,invoice,7.00,I.T.B.M.S
10810,25489,4490,invoice,7.00,I.T.B.M.S
10811,25491,4491,invoice,7.00,I.T.B.M.S
10812,25495,4492,invoice,7.00,I.T.B.M.S
10813,25497,4493,invoice,7.00,I.T.B.M.S
10814,25502,4495,invoice,7.00,I.T.B.M.S
10816,25505,4496,invoice,7.00,I.T.B.M.S
10817,25507,4498,invoice,7.00,I.T.B.M.S
10818,25507,4498,invoice,-3.50,Agente Retenedor
10819,25506,4497,invoice,7.00,I.T.B.M.S
10820,25509,4499,invoice,7.00,I.T.B.M.S
10821,25511,4500,invoice,7.00,I.T.B.M.S
10822,25512,4501,invoice,7.00,I.T.B.M.S
10823,25513,4502,invoice,7.00,I.T.B.M.S
10824,25514,4503,invoice,7.00,I.T.B.M.S
10825,25516,4504,invoice,7.00,I.T.B.M.S
10826,25521,4505,invoice,-3.50,Agente Retenedor
10827,25521,4505,invoice,7.00,I.T.B.M.S
10828,25522,4506,invoice,7.00,I.T.B.M.S
10829,25523,4507,invoice,7.00,I.T.B.M.S
10835,25536,4508,invoice,7.00,I.T.B.M.S
10836,25537,4509,invoice,7.00,I.T.B.M.S
10837,25539,4509,invoice,7.00,I.T.B.M.S
10838,25544,4510,invoice,7.00,I.T.B.M.S
10839,25546,4511,invoice,7.00,I.T.B.M.S
10840,25547,4512,invoice,7.00,I.T.B.M.S
10841,25549,4512,invoice,7.00,I.T.B.M.S
10842,25558,4480,invoice,7.00,I.T.B.M.S
10843,25559,4513,invoice,7.00,I.T.B.M.S
10844,25560,4514,invoice,7.00,I.T.B.M.S
10845,25575,4518,invoice,7.00,I.T.B.M.S
10846,25576,4519,invoice,7.00,I.T.B.M.S
10847,25578,4520,invoice,7.00,I.T.B.M.S
10848,25580,4521,invoice,7.00,I.T.B.M.S
10849,25582,4522,invoice,7.00,I.T.B.M.S
10850,25584,4523,invoice,7.00,I.T.B.M.S
10851,25586,4523,invoice,7.00,I.T.B.M.S
10856,25597,4525,invoice,7.00,I.T.B.M.S
10857,25599,4526,invoice,7.00,I.T.B.M.S
10858,25603,4527,invoice,7.00,I.T.B.M.S
10859,25603,4527,invoice,-3.50,Agente Retenedor
10861,25611,4528,invoice,7.00,I.T.B.M.S
10863,25613,4529,invoice,7.00,I.T.B.M.S
10864,25614,4529,invoice,7.00,I.T.B.M.S
10865,25615,4529,invoice,7.00,I.T.B.M.S
10866,25616,4530,invoice,7.00,I.T.B.M.S
10868,25617,4531,invoice,7.00,I.T.B.M.S
10871,25619,4532,invoice,-3.50,Agente Retenedor
10872,25619,4532,invoice,7.00,I.T.B.M.S
10873,25620,4533,invoice,7.00,I.T.B.M.S
10874,25621,4534,invoice,-3.50,Agente Retenedor
10875,25621,4534,invoice,7.00,I.T.B.M.S
10876,25622,4534,invoice,-3.50,Agente Retenedor
10877,25622,4534,invoice,7.00,I.T.B.M.S
10878,25623,4535,invoice,7.00,I.T.B.M.S
10879,25624,4536,invoice,7.00,I.T.B.M.S
10881,25628,4538,invoice,7.00,I.T.B.M.S
10882,25631,4539,invoice,7.00,I.T.B.M.S
10884,25639,4540,invoice,7.00,I.T.B.M.S
10885,25640,4541,invoice,7.00,I.T.B.M.S
10889,25647,4542,invoice,7.00,I.T.B.M.S
10890,25648,4543,invoice,7.00,I.T.B.M.S
10891,25651,4544,invoice,7.00,I.T.B.M.S
